SEASON_YEAR,GAME_DATE,GAME_ID,TEAM_ID,TEAM_NAME,WL,FG3A,FG3_PCT,FTA,FT_PCT,REB,AST,TOV,STL,PLUS_MINUS
2021-22,2021-12-01T00:00:00,22100321,1610612764,Washington Wizards,W,32,0.313,21,0.714,52,34,14.0,6,8.0
2021-22,2022-03-07T00:00:00,22100528,1610612743,Denver Nuggets,W,32,0.313,41,0.707,41,39,9.0,8,7.0
2021-22,2021-12-18T00:00:00,22100442,1610612753,Orlando Magic,W,31,0.323,13,0.923,50,20,16.0,6,7.0
2021-22,2021-11-30T00:00:00,22100315,1610612763,Memphis Grizzlies,W,34,0.294,19,0.842,54,18,17.0,13,7.0
2021-22,2021-12-23T00:00:00,22100481,1610612749,Milwaukee Bucks,W,36,0.278,22,0.818,47,26,12.0,7,7.0
2021-22,2022-03-04T00:00:00,22100949,1610612749,Milwaukee Bucks,W,31,0.323,33,0.667,50,20,14.0,5,6.0
2021-22,2022-01-12T00:00:00,22100620,1610612764,Washington Wizards,W,31,0.323,21,0.762,42,26,10.0,6,6.0
2021-22,2021-11-15T00:00:00,22100199,1610612738,Boston Celtics,W,29,0.345,20,0.8,46,23,14.0,7,6.0
2021-22,2022-03-03T00:00:00,22100941,1610612748,Miami Heat,W,30,0.333,28,0.821,35,27,15.0,8,6.0
2021-22,2022-02-11T00:00:00,22100842,1610612738,Boston Celtics,W,37,0.27,30,0.733,54,24,12.0,13,6.0
2021-22,2021-12-13T00:00:00,22100411,1610612743,Denver Nuggets,W,32,0.313,33,0.879,49,26,13.0,8,6.0
2021-22,2022-01-08T00:00:00,22100593,1610612765,Detroit Pistons,W,33,0.303,16,0.688,49,23,13.0,7,5.0
2021-22,2021-12-20T00:00:00,22100457,1610612755,Philadelphia 76ers,W,25,0.4,31,0.839,34,20,17.0,11,5.0
2021-22,2022-03-18T00:00:00,22101048,1610612751,Brooklyn Nets,W,25,0.4,33,0.848,45,24,21.0,7,5.0
2021-22,2021-12-19T00:00:00,22100448,1610612741,Chicago Bulls,W,30,0.333,31,0.806,43,20,10.0,10,5.0
2021-22,2022-03-23T00:00:00,22101093,1610612755,Philadelphia 76ers,W,27,0.37,28,0.786,43,26,7.0,7,5.0
2021-22,2021-11-21T00:00:00,22100249,1610612747,Los Angeles Lakers,W,31,0.323,27,0.778,51,29,13.0,7,5.0
2021-22,2022-03-31T00:00:00,22101149,1610612741,Chicago Bulls,W,29,0.345,32,0.781,50,24,8.0,6,5.0
2021-22,2021-11-15T00:00:00,22100201,1610612764,Washington Wizards,W,28,0.357,25,0.68,42,23,6.0,9,5.0
2021-22,2022-03-01T00:00:00,22100931,1610612742,Dallas Mavericks,W,35,0.286,27,0.63,45,24,14.0,8,5.0
2021-22,2021-11-29T00:00:00,22100305,1610612755,Philadelphia 76ers,W,33,0.303,18,0.722,55,24,11.0,7,5.0
2021-22,2022-02-16T00:00:00,22100884,1610612747,Los Angeles Lakers,W,36,0.278,22,0.636,44,24,12.0,9,5.0
2021-22,2021-12-29T00:00:00,22100520,1610612763,Memphis Grizzlies,W,30,0.333,29,0.828,43,18,13.0,13,5.0
2021-22,2022-02-12T00:00:00,22100851,1610612748,Miami Heat,W,29,0.345,29,0.793,52,20,15.0,6,4.0
2021-22,2021-12-06T00:00:00,22100360,1610612756,Phoenix Suns,W,29,0.345,18,0.667,49,27,17.0,6,4.0
2021-22,2022-03-19T00:00:00,22101060,1610612739,Cleveland Cavaliers,W,26,0.385,23,0.565,44,28,16.0,7,4.0
2021-22,2022-03-13T00:00:00,22101013,1610612746,LA Clippers,W,30,0.333,20,0.8,46,25,6.0,5,4.0
2021-22,2021-12-04T00:00:00,22100343,1610612741,Chicago Bulls,W,31,0.323,27,0.704,47,22,9.0,4,4.0
2021-22,2022-03-22T00:00:00,22101080,1610612753,Orlando Magic,W,36,0.278,20,0.8,39,25,14.0,9,4.0
2021-22,2022-04-10T00:00:00,22101224,1610612741,Chicago Bulls,W,21,0.476,33,0.788,48,22,23.0,9,4.0
2021-22,2021-10-30T00:00:00,22100078,1610612764,Washington Wizards,W,36,0.278,36,0.806,62,19,13.0,6,3.0
2021-22,2022-03-03T00:00:00,22100944,1610612758,Sacramento Kings,W,32,0.313,32,0.844,49,26,14.0,6,3.0
2021-22,2022-03-18T00:00:00,22101050,1610612752,New York Knicks,W,33,0.303,36,0.778,60,18,13.0,9,3.0
2021-22,2021-11-10T00:00:00,22100158,1610612764,Washington Wizards,W,28,0.357,17,1.0,49,25,12.0,9,3.0
2021-22,2022-03-28T00:00:00,22101127,1610612761,Toronto Raptors,W,39,0.256,18,0.722,52,16,10.0,10,3.0
2021-22,2022-02-25T00:00:00,22100904,1610612746,LA Clippers,W,26,0.385,19,0.684,47,25,17.0,8,3.0
2021-22,2021-11-19T00:00:00,22100233,1610612751,Brooklyn Nets,W,33,0.303,25,0.92,43,19,11.0,6,2.0
2021-22,2021-11-26T00:00:00,22100286,1610612764,Washington Wizards,W,29,0.345,15,1.0,43,17,15.0,2,2.0
2021-22,2022-02-09T00:00:00,22100829,1610612757,Portland Trail Blazers,W,32,0.313,16,0.813,41,26,11.0,15,2.0
2021-22,2022-01-21T00:00:00,22100694,1610612744,Golden State Warriors,W,30,0.333,22,0.773,41,25,19.0,4,2.0
2021-22,2021-11-12T00:00:00,22100180,1610612760,Oklahoma City Thunder,W,30,0.333,15,0.733,52,13,10.0,8,2.0
2021-22,2021-11-13T00:00:00,22100190,1610612739,Cleveland Cavaliers,W,38,0.263,22,0.864,39,17,11.0,10,2.0
2021-22,2022-01-05T00:00:00,22100570,1610612759,San Antonio Spurs,W,26,0.385,5,1.0,48,20,18.0,6,2.0
2021-22,2022-01-11T00:00:00,22100616,1610612746,LA Clippers,W,34,0.294,12,0.75,31,23,9.0,12,2.0
2021-22,2021-11-05T00:00:00,22100127,1610612739,Cleveland Cavaliers,W,30,0.333,19,0.842,39,22,18.0,4,1.0
2021-22,2021-12-29T00:00:00,22100524,1610612758,Sacramento Kings,W,26,0.385,15,0.867,38,21,15.0,5,1.0
2021-22,2022-01-10T00:00:00,22100611,1610612739,Cleveland Cavaliers,W,34,0.294,15,0.867,48,29,17.0,6,1.0
2021-22,2022-01-21T00:00:00,22100686,1610612755,Philadelphia 76ers,L,28,0.357,21,0.714,44,23,7.0,7,-1.0
2021-22,2022-02-10T00:00:00,22100832,1610612751,Brooklyn Nets,L,29,0.345,28,0.857,42,19,10.0,6,-1.0
2021-22,2022-03-01T00:00:00,22100928,1610612751,Brooklyn Nets,L,25,0.4,19,0.737,37,21,12.0,3,-1.0
2021-22,2022-01-19T00:00:00,22100669,1610612764,Washington Wizards,L,29,0.345,32,0.813,40,23,13.0,6,-1.0
2021-22,2022-02-16T00:00:00,22100883,1610612744,Golden State Warriors,L,34,0.294,24,0.667,37,26,11.0,13,-1.0
2021-22,2022-01-21T00:00:00,22100694,1610612745,Houston Rockets,L,35,0.286,20,0.85,39,25,12.0,10,-2.0
2021-22,2021-12-03T00:00:00,22100335,1610612737,Atlanta Hawks,L,28,0.357,30,0.8,47,20,15.0,5,-2.0
2021-22,2022-04-08T00:00:00,22101206,1610612745,Houston Rockets,L,29,0.345,24,0.792,41,24,19.0,6,-2.0
2021-22,2022-02-07T00:00:00,22100812,1610612741,Chicago Bulls,L,26,0.385,31,0.903,40,18,9.0,7,-3.0
2021-22,2022-01-05T00:00:00,22100569,1610612764,Washington Wizards,L,39,0.256,26,0.808,41,18,15.0,9,-3.0
2021-22,2021-11-10T00:00:00,22100170,1610612748,Miami Heat,L,37,0.27,35,0.771,47,26,14.0,14,-3.0
2021-22,2021-12-01T00:00:00,22100319,1610612754,Indiana Pacers,L,33,0.303,16,0.813,40,23,10.0,8,-3.0
2021-22,2021-11-07T00:00:00,22100143,1610612758,Sacramento Kings,L,34,0.294,22,0.864,33,20,12.0,14,-3.0
2021-22,2022-03-18T00:00:00,22101049,1610612743,Denver Nuggets,L,33,0.303,18,0.778,51,35,19.0,6,-3.0
2021-22,2021-12-28T00:00:00,22100514,1610612744,Golden State Warriors,L,32,0.313,31,0.516,43,20,17.0,8,-3.0
2021-22,2021-12-08T00:00:00,22100378,1610612738,Boston Celtics,L,32,0.313,21,0.905,47,26,23.0,11,-3.0
2021-22,2022-01-03T00:00:00,22100555,1610612753,Orlando Magic,L,27,0.37,18,0.889,44,24,13.0,5,-4.0
2021-22,2021-12-08T00:00:00,22100366,1610612766,Charlotte Hornets,L,29,0.345,21,0.857,35,22,19.0,7,-4.0
2021-22,2022-01-04T00:00:00,22100562,1610612739,Cleveland Cavaliers,L,34,0.294,21,0.762,49,28,13.0,2,-4.0
2021-22,2022-03-11T00:00:00,22101000,1610612752,New York Knicks,L,25,0.4,37,0.757,54,23,16.0,8,-4.0
2021-22,2021-12-25T00:00:00,22100492,1610612742,Dallas Mavericks,L,30,0.333,35,0.857,43,19,14.0,7,-4.0
2021-22,2022-03-26T00:00:00,22101107,1610612740,New Orleans Pelicans,L,32,0.313,19,0.684,42,23,8.0,4,-4.0
2021-22,2022-02-17T00:00:00,22100885,1610612766,Charlotte Hornets,L,42,0.238,30,0.7,58,27,18.0,6,-4.0
2021-22,2022-02-08T00:00:00,22100815,1610612755,Philadelphia 76ers,L,32,0.313,18,0.944,44,24,15.0,7,-5.0
2021-22,2021-11-08T00:00:00,22100153,1610612758,Sacramento Kings,L,24,0.417,26,0.769,46,18,24.0,6,-5.0
2021-22,2022-01-15T00:00:00,22100646,1610612760,Oklahoma City Thunder,L,27,0.37,22,0.909,51,17,16.0,4,-5.0
2021-22,2021-12-01T00:00:00,22100320,1610612743,Denver Nuggets,L,34,0.294,21,0.714,35,22,15.0,5,-5.0
2021-22,2022-01-19T00:00:00,22100677,1610612762,Utah Jazz,L,38,0.263,20,0.85,49,26,9.0,7,-5.0
2021-22,2021-12-26T00:00:00,22100497,1610612740,New Orleans Pelicans,L,41,0.244,28,0.857,49,26,11.0,10,-5.0
2021-22,2022-03-20T00:00:00,22101064,1610612737,Atlanta Hawks,L,32,0.313,23,0.87,40,22,16.0,7,-5.0
2021-22,2022-03-04T00:00:00,22100946,1610612754,Indiana Pacers,L,40,0.25,28,0.643,55,24,14.0,4,-5.0
2021-22,2022-04-09T00:00:00,22101215,1610612759,San Antonio Spurs,L,31,0.323,27,0.741,41,19,12.0,5,-6.0
2021-22,2022-01-23T00:00:00,22100704,1610612759,San Antonio Spurs,L,30,0.333,22,0.682,43,30,9.0,4,-6.0
2021-22,2022-03-04T00:00:00,22100947,1610612739,Cleveland Cavaliers,L,28,0.357,24,0.875,41,30,12.0,5,-6.0
2021-22,2022-03-09T00:00:00,22100992,1610612764,Washington Wizards,L,27,0.37,20,0.85,41,26,13.0,10,-6.0
2021-22,2022-03-04T00:00:00,22100949,1610612741,Chicago Bulls,L,26,0.385,11,0.727,40,25,12.0,5,-6.0
2021-22,2021-12-27T00:00:00,22100504,1610612759,San Antonio Spurs,L,30,0.333,9,0.444,44,26,10.0,8,-6.0
2021-22,2022-04-07T00:00:00,22101199,1610612759,San Antonio Spurs,L,28,0.357,34,0.735,45,31,12.0,5,-6.0
2021-22,2022-03-28T00:00:00,22101123,1610612753,Orlando Magic,L,37,0.27,13,0.538,45,31,17.0,6,-6.0
2021-22,2021-10-23T00:00:00,22100027,1610612737,Atlanta Hawks,L,34,0.294,15,0.6,54,20,9.0,5,-6.0
2021-22,2022-03-15T00:00:00,22101031,1610612765,Detroit Pistons,L,34,0.294,22,0.636,39,23,13.0,6,-7.0
2021-22,2021-11-20T00:00:00,22100239,1610612745,Houston Rockets,L,39,0.256,22,0.591,48,21,22.0,5,-7.0
2021-22,2022-03-21T00:00:00,22101074,1610612748,Miami Heat,L,33,0.303,20,1.0,34,23,12.0,6,-7.0
2021-22,2021-11-30T00:00:00,22100315,1610612761,Toronto Raptors,L,39,0.256,12,0.75,44,14,18.0,7,-7.0
2021-22,2021-12-25T00:00:00,22100491,1610612747,Los Angeles Lakers,L,35,0.286,28,0.893,47,29,14.0,8,-7.0
2021-22,2021-11-20T00:00:00,22100246,1610612755,Philadelphia 76ers,L,28,0.357,21,0.905,32,24,12.0,7,-7.0
2021-22,2022-02-15T00:00:00,22100873,1610612746,LA Clippers,L,35,0.286,9,0.667,46,26,14.0,11,-7.0
2021-22,2021-11-07T00:00:00,22100142,1610612749,Milwaukee Bucks,L,36,0.278,18,0.556,49,17,13.0,14,-7.0
2021-22,2021-11-23T00:00:00,22100266,1610612746,LA Clippers,L,32,0.313,29,0.828,47,17,19.0,5,-8.0
2021-22,2021-11-23T00:00:00,22100263,1610612765,Detroit Pistons,L,38,0.263,14,0.857,35,22,15.0,7,-8.0
2021-22,2022-03-02T00:00:00,22100933,1610612753,Orlando Magic,L,32,0.313,20,0.8,52,22,20.0,12,-8.0
2021-22,2022-04-01T00:00:00,22101155,1610612756,Phoenix Suns,L,27,0.37,17,0.588,39,27,20.0,8,-8.0
2021-22,2021-11-26T00:00:00,22100287,1610612738,Boston Celtics,L,34,0.294,15,0.667,51,20,11.0,4,-8.0
2021-22,2021-10-30T00:00:00,22100085,1610612749,Milwaukee Bucks,L,39,0.256,16,0.688,52,20,21.0,6,-9.0
2021-22,2022-03-14T00:00:00,22101026,1610612741,Chicago Bulls,L,34,0.294,22,0.955,40,22,15.0,5,-9.0
2021-22,2021-12-18T00:00:00,22100441,1610612765,Detroit Pistons,L,36,0.278,16,0.688,42,29,21.0,8,-9.0
2021-22,2021-12-16T00:00:00,22100429,1610612755,Philadelphia 76ers,L,34,0.294,20,0.85,38,19,9.0,10,-9.0
2021-22,2022-03-14T00:00:00,22101021,1610612757,Portland Trail Blazers,L,24,0.417,21,0.714,56,25,21.0,4,-9.0
2021-22,2022-01-27T00:00:00,22100734,1610612750,Minnesota Timberwolves,L,44,0.227,27,0.778,41,22,9.0,10,-9.0
2021-22,2022-01-02T00:00:00,22100550,1610612760,Oklahoma City Thunder,L,30,0.333,9,0.667,41,20,11.0,11,-9.0
2021-22,2021-10-27T00:00:00,22100056,1610612738,Boston Celtics,L,29,0.345,28,0.821,37,18,13.0,9,-9.0
2021-22,2022-02-04T00:00:00,22100788,1610612765,Detroit Pistons,L,26,0.385,20,0.75,56,18,11.0,5,-9.0
2021-22,2022-03-27T00:00:00,22101118,1610612755,Philadelphia 76ers,L,36,0.278,26,0.769,45,22,12.0,6,-10.0
2021-22,2021-11-17T00:00:00,22100220,1610612758,Sacramento Kings,L,38,0.263,25,0.76,47,19,20.0,7,-10.0
2021-22,2021-11-20T00:00:00,22100242,1610612766,Charlotte Hornets,L,40,0.25,15,0.6,51,26,10.0,6,-10.0
2021-22,2022-01-22T00:00:00,22100697,1610612754,Indiana Pacers,L,29,0.345,27,0.704,44,19,18.0,5,-10.0
2021-22,2021-12-05T00:00:00,22100352,1610612740,New Orleans Pelicans,L,38,0.263,25,0.72,50,19,8.0,9,-10.0
2021-22,2021-10-23T00:00:00,22100032,1610612759,San Antonio Spurs,L,39,0.256,6,0.833,38,29,13.0,10,-10.0
2021-22,2021-12-26T00:00:00,22100493,1610612753,Orlando Magic,L,32,0.313,17,0.647,43,17,19.0,6,-10.0
2021-22,2022-03-06T00:00:00,22100963,1610612754,Indiana Pacers,L,31,0.323,29,0.862,42,28,10.0,3,-10.0
2021-22,2022-03-11T00:00:00,22100997,1610612765,Detroit Pistons,L,34,0.294,24,0.958,42,21,14.0,4,-11.0
2021-22,2022-03-22T00:00:00,22101083,1610612746,LA Clippers,L,32,0.313,26,0.808,35,27,6.0,3,-12.0
2021-22,2021-12-15T00:00:00,22100418,1610612753,Orlando Magic,L,35,0.286,21,0.905,46,25,17.0,4,-12.0
2021-22,2021-10-26T00:00:00,22100054,1610612743,Denver Nuggets,L,28,0.357,24,0.667,35,19,13.0,9,-12.0
2021-22,2022-01-25T00:00:00,22100715,1610612766,Charlotte Hornets,L,31,0.323,32,0.719,37,25,12.0,7,-12.0
2021-22,2022-02-16T00:00:00,22100880,1610612750,Minnesota Timberwolves,L,42,0.238,29,0.724,42,23,17.0,6,-12.0
2021-22,2021-11-22T00:00:00,22100255,1610612760,Oklahoma City Thunder,L,38,0.263,14,0.929,50,24,10.0,5,-12.0
2021-22,2022-03-18T00:00:00,22101052,1610612760,Oklahoma City Thunder,L,34,0.294,23,0.783,47,19,12.0,4,-12.0
2021-22,2021-11-07T00:00:00,22100145,1610612745,Houston Rockets,L,33,0.303,37,0.676,42,17,21.0,11,-13.0
2021-22,2022-04-09T00:00:00,22101214,1610612754,Indiana Pacers,L,23,0.435,36,0.778,31,28,17.0,8,-13.0
2021-22,2022-01-04T00:00:00,22100565,1610612740,New Orleans Pelicans,L,33,0.303,32,0.875,48,28,12.0,7,-13.0
2021-22,2022-03-14T00:00:00,22101025,1610612764,Washington Wizards,L,26,0.385,23,0.783,35,28,12.0,7,-14.0
2021-22,2021-11-07T00:00:00,22100146,1610612766,Charlotte Hornets,L,33,0.303,18,0.778,44,20,13.0,13,-14.0
2021-22,2022-01-08T00:00:00,22100591,1610612746,LA Clippers,L,32,0.313,24,0.833,49,16,13.0,7,-15.0
2021-22,2021-12-07T00:00:00,22100365,1610612738,Boston Celtics,L,33,0.303,29,0.69,34,27,13.0,8,-15.0
2021-22,2021-12-03T00:00:00,22100334,1610612764,Washington Wizards,L,31,0.323,19,0.789,33,21,10.0,5,-15.0
2021-22,2021-12-11T00:00:00,22100397,1610612759,San Antonio Spurs,L,27,0.37,29,0.69,45,28,17.0,4,-15.0
2021-22,2022-03-26T00:00:00,22101111,1610612748,Miami Heat,L,34,0.294,26,0.731,39,20,24.0,7,-15.0
2021-22,2022-03-04T00:00:00,22100952,1610612745,Houston Rockets,L,36,0.278,22,0.682,44,25,15.0,4,-15.0
2021-22,2022-02-08T00:00:00,22100822,1610612747,Los Angeles Lakers,L,32,0.313,30,0.6,41,28,16.0,7,-15.0
2021-22,2021-11-17T00:00:00,22100217,1610612740,New Orleans Pelicans,L,35,0.286,28,0.786,38,18,17.0,6,-15.0
2021-22,2022-04-06T00:00:00,22101192,1610612764,Washington Wizards,L,35,0.286,11,0.818,44,26,14.0,4,-15.0
2021-22,2022-01-28T00:00:00,22100739,1610612745,Houston Rockets,L,41,0.244,31,0.774,38,25,19.0,6,-15.0
2021-22,2021-11-18T00:00:00,22100229,1610612761,Toronto Raptors,L,38,0.263,17,0.882,35,24,13.0,10,-16.0
2021-22,2021-12-03T00:00:00,22100338,1610612742,Dallas Mavericks,L,34,0.294,26,0.654,42,17,15.0,4,-16.0
2021-22,2022-01-28T00:00:00,22100736,1610612765,Detroit Pistons,L,29,0.345,37,0.784,41,23,10.0,10,-16.0
2021-22,2021-12-31T00:00:00,22100531,1610612758,Sacramento Kings,L,29,0.345,12,0.833,33,25,10.0,7,-16.0
2021-22,2021-10-27T00:00:00,22100058,1610612754,Indiana Pacers,L,29,0.345,17,0.824,40,19,23.0,6,-18.0
2021-22,2021-11-16T00:00:00,22100210,1610612751,Brooklyn Nets,L,36,0.278,27,0.778,38,21,12.0,12,-18.0
2021-22,2021-11-20T00:00:00,22100247,1610612758,Sacramento Kings,L,31,0.323,21,0.619,35,20,8.0,8,-18.0
2021-22,2022-02-05T00:00:00,22100797,1610612766,Charlotte Hornets,L,36,0.278,16,0.625,50,23,20.0,4,-18.0
2021-22,2021-11-10T00:00:00,22100166,1610612758,Sacramento Kings,L,36,0.278,16,0.813,44,20,15.0,4,-19.0
2021-22,2022-03-16T00:00:00,22101039,1610612747,Los Angeles Lakers,L,44,0.227,23,0.696,38,23,14.0,7,-20.0
2021-22,2022-01-29T00:00:00,22100749,1610612764,Washington Wizards,L,29,0.345,21,0.714,37,27,12.0,6,-20.0
2021-22,2022-03-25T00:00:00,22101104,1610612742,Dallas Mavericks,L,43,0.233,19,0.789,45,21,11.0,4,-21.0
2021-22,2021-12-10T00:00:00,22100389,1610612760,Oklahoma City Thunder,L,44,0.227,14,0.643,51,21,15.0,9,-21.0
2021-22,2022-03-02T00:00:00,22100932,1610612739,Cleveland Cavaliers,L,31,0.323,21,0.667,37,21,14.0,6,-21.0
2021-22,2022-03-09T00:00:00,22100983,1610612748,Miami Heat,L,33,0.303,13,0.769,38,27,15.0,8,-21.0
2021-22,2022-02-08T00:00:00,22100816,1610612754,Indiana Pacers,L,31,0.323,33,0.848,43,22,13.0,10,-21.0
2021-22,2021-12-15T00:00:00,22100425,1610612746,LA Clippers,L,30,0.333,20,0.65,42,24,16.0,6,-21.0
2021-22,2021-11-03T00:00:00,22100117,1610612766,Charlotte Hornets,L,36,0.278,19,0.737,49,18,16.0,10,-22.0
2021-22,2022-03-20T00:00:00,22101063,1610612745,Houston Rockets,L,31,0.323,24,0.583,45,26,17.0,6,-24.0
2021-22,2022-01-13T00:00:00,22100629,1610612746,LA Clippers,L,34,0.294,20,0.85,46,19,15.0,2,-24.0
2021-22,2022-02-10T00:00:00,22100836,1610612749,Milwaukee Bucks,L,38,0.263,25,0.68,39,18,14.0,6,-24.0
2021-22,2021-12-26T00:00:00,22100496,1610612758,Sacramento Kings,L,29,0.345,27,0.889,38,22,18.0,7,-25.0
2021-22,2022-02-26T00:00:00,22100906,1610612761,Toronto Raptors,L,32,0.313,19,0.737,42,25,13.0,5,-27.0
2021-22,2022-04-08T00:00:00,22101203,1610612765,Detroit Pistons,L,48,0.208,23,0.913,43,27,14.0,6,-30.0
2021-22,2022-01-06T00:00:00,22100579,1610612765,Detroit Pistons,L,44,0.227,13,0.769,39,23,13.0,7,-30.0
2021-22,2021-12-19T00:00:00,22100456,1610612766,Charlotte Hornets,L,45,0.222,28,0.857,43,26,9.0,12,-31.0
2021-22,2022-01-26T00:00:00,22100723,1610612754,Indiana Pacers,L,34,0.294,34,0.824,41,33,20.0,9,-32.0
2021-22,2022-02-08T00:00:00,22100817,1610612751,Brooklyn Nets,L,36,0.278,13,0.385,40,22,14.0,6,-35.0
2021-22,2022-01-30T00:00:00,22100756,1610612749,Milwaukee Bucks,L,30,0.333,22,0.727,32,23,15.0,6,-36.0
2021-22,2022-01-15T00:00:00,22100649,1610612747,Los Angeles Lakers,L,30,0.333,19,0.737,41,21,11.0,4,-37.0
2021-22,2022-01-25T00:00:00,22100720,1610612742,Dallas Mavericks,L,40,0.25,18,1.0,39,17,11.0,9,-38.0
2021-22,2022-01-14T00:00:00,22100637,1610612741,Chicago Bulls,L,38,0.263,18,0.667,36,26,14.0,4,-42.0
2017-18,2017-12-20T00:00:00,21700460,1610612760,Oklahoma City Thunder,W,23,0.348,22,0.864,42,23,14.0,15,28.0
2017-18,2018-02-06T00:00:00,21700799,1610612737,Atlanta Hawks,W,25,0.32,21,0.762,36,29,14.0,13,26.0
2017-18,2018-03-23T00:00:00,21701080,1610612739,Cleveland Cavaliers,W,29,0.276,24,0.75,54,23,14.0,9,25.0
2017-18,2018-04-06T00:00:00,21701190,1610612750,Minnesota Timberwolves,W,26,0.308,26,0.731,48,25,5.0,14,17.0
2017-18,2017-11-22T00:00:00,21700263,1610612760,Oklahoma City Thunder,W,25,0.32,26,0.692,50,16,17.0,15,17.0
2017-18,2018-02-04T00:00:00,21700785,1610612749,Milwaukee Bucks,W,19,0.421,21,0.81,54,19,14.0,3,15.0
2017-18,2018-03-19T00:00:00,21701056,1610612759,San Antonio Spurs,W,23,0.348,21,0.714,48,21,16.0,6,14.0
2017-18,2017-10-30T00:00:00,21700099,1610612761,Toronto Raptors,W,24,0.333,17,0.765,47,17,10.0,10,14.0
2017-18,2017-12-30T00:00:00,21700530,1610612765,Detroit Pistons,W,24,0.333,16,0.813,45,22,11.0,10,14.0
2017-18,2018-02-06T00:00:00,21700801,1610612749,Milwaukee Bucks,W,26,0.308,27,0.778,43,23,15.0,11,14.0
2017-18,2017-11-03T00:00:00,21700124,1610612752,New York Knicks,W,26,0.308,25,0.88,49,24,13.0,5,13.0
2017-18,2018-03-17T00:00:00,21701045,1610612757,Portland Trail Blazers,W,31,0.258,18,0.889,49,23,11.0,8,13.0
2017-18,2017-11-15T00:00:00,21700212,1610612760,Oklahoma City Thunder,W,30,0.267,37,0.865,48,15,14.0,7,13.0
2017-18,2018-01-23T00:00:00,21700698,1610612759,San Antonio Spurs,W,28,0.286,16,0.75,45,23,10.0,11,12.0
2017-18,2018-03-28T00:00:00,21701122,1610612746,LA Clippers,W,17,0.471,25,0.68,51,26,21.0,7,12.0
2017-18,2017-12-17T00:00:00,21700439,1610612754,Indiana Pacers,W,18,0.444,19,0.789,43,21,15.0,6,12.0
2017-18,2018-04-08T00:00:00,21701198,1610612755,Philadelphia 76ers,W,27,0.296,14,0.643,52,32,11.0,9,12.0
2017-18,2017-12-09T00:00:00,21700376,1610612748,Miami Heat,W,27,0.296,14,0.643,44,15,6.0,6,12.0
2017-18,2018-03-25T00:00:00,21701097,1610612746,LA Clippers,W,18,0.444,27,0.778,44,17,9.0,7,11.0
2017-18,2018-01-13T00:00:00,21700629,1610612760,Oklahoma City Thunder,W,26,0.308,20,0.75,57,17,9.0,8,10.0
2017-18,2017-11-13T00:00:00,21700199,1610612744,Golden State Warriors,W,23,0.348,16,0.875,50,35,16.0,4,10.0
2017-18,2018-03-30T00:00:00,21701130,1610612755,Philadelphia 76ers,W,38,0.211,13,0.692,53,34,15.0,10,10.0
2017-18,2017-12-07T00:00:00,21700364,1610612764,Washington Wizards,W,21,0.381,25,0.76,38,25,11.0,6,10.0
2017-18,2017-11-29T00:00:00,21700311,1610612759,San Antonio Spurs,W,20,0.4,24,0.833,32,22,11.0,9,9.0
2017-18,2018-01-15T00:00:00,21700640,1610612749,Milwaukee Bucks,W,16,0.5,29,0.69,44,21,19.0,14,9.0
2017-18,2017-12-21T00:00:00,21700468,1610612752,New York Knicks,W,14,0.571,26,0.846,49,13,17.0,8,9.0
2017-18,2017-11-03T00:00:00,21700119,1610612765,Detroit Pistons,W,26,0.308,28,0.821,39,21,14.0,10,9.0
2017-18,2018-03-30T00:00:00,21701137,1610612757,Portland Trail Blazers,W,30,0.267,16,0.938,50,30,11.0,9,9.0
2017-18,2018-02-26T00:00:00,21700902,1610612740,New Orleans Pelicans,W,28,0.286,40,0.775,46,30,14.0,7,9.0
2017-18,2018-03-09T00:00:00,21700981,1610612749,Milwaukee Bucks,W,18,0.444,39,0.769,42,29,17.0,8,8.0
2017-18,2017-11-22T00:00:00,21700258,1610612752,New York Knicks,W,24,0.333,17,0.824,47,29,12.0,8,8.0
2017-18,2017-12-20T00:00:00,21700462,1610612750,Minnesota Timberwolves,W,24,0.333,19,0.947,37,28,9.0,12,8.0
2017-18,2017-10-18T00:00:00,21700011,1610612759,San Antonio Spurs,W,21,0.381,19,0.895,50,22,11.0,8,8.0
2017-18,2017-11-20T00:00:00,21700243,1610612754,Indiana Pacers,W,20,0.4,29,0.793,48,25,13.0,17,8.0
2017-18,2017-10-18T00:00:00,21700005,1610612753,Orlando Magic,W,21,0.381,29,0.759,50,22,15.0,8,7.0
2017-18,2018-03-03T00:00:00,21700936,1610612753,Orlando Magic,W,25,0.32,33,0.818,44,19,14.0,4,7.0
2017-18,2017-12-15T00:00:00,21700420,1610612757,Portland Trail Blazers,W,18,0.444,15,0.867,45,18,15.0,7,7.0
2017-18,2017-12-08T00:00:00,21700372,1610612749,Milwaukee Bucks,W,24,0.333,34,0.853,40,20,10.0,10,7.0
2017-18,2018-03-13T00:00:00,21701010,1610612746,LA Clippers,W,29,0.276,41,0.732,42,27,14.0,4,6.0
2017-18,2018-01-23T00:00:00,21700696,1610612758,Sacramento Kings,W,26,0.308,13,0.846,44,24,14.0,9,6.0
2017-18,2017-11-22T00:00:00,21700264,1610612749,Milwaukee Bucks,W,29,0.276,31,0.677,42,19,15.0,16,6.0
